_id,desc_distrito_local,desc_barrio_local,Nombre,desc_situacion_terraza,desc_ubicacion_terraza
3579,MORATALAZ           ,MARROQUINA          ,BAR BARDO,Abierta,Otros
3582,CARABANCHEL         ,SAN ISIDRO          ,BAR LOS PINCHOS,Abierta,Acera
3584,LATINA              ,ALUCHE              ,CAFE DOC,Abierta,Acera
3585,LATINA              ,ALUCHE              ,CAFETERIA RESTAURANTE LAVINIA,Abierta,Acera
3586,LATINA              ,ALUCHE              ,BAR EL NOGAL,Abierta,Acera
3587,LATINA              ,LUCERO              ,BAR BARAMBA,Abierta,Superficie en parcela privada
3588,LATINA              ,ALUCHE              ,CAFETERIA ALTO PARAN?,Abierta,Superficie en parcela privada
3589,LATINA              ,LAS AGUILAS         ,CAFE LAS AGUILAS BAR,Abierta,Acera
3590,CHAMARTIN           ,EL VISO             ,CASA DE ARAGON DE MADRID,Abierta,Acera
3591,CHAMARTIN           ,NUEVA ESPA?A        ,LIZARRAN,Abierta,Acera
3592,CHAMARTIN           ,PROSPERIDAD         ,BAR-RESTAURANTE EL PINCHITO,Abierta,Acera
3593,CHAMARTIN           ,PROSPERIDAD         ,LA CAZUELA DE SALAMANCA,Abierta,Acera
3594,CENTRO              ,EMBAJADORES         ,BEIRUT,Abierta,Acera
3595,CENTRO              ,SOL                 ,ALL U CAN EAT,Abierta,Calle peatonal
3596,CENTRO              ,CORTES              ,CAFE DEL PRINCIPE,Suspension temporal,Acera
3598,CHAMARTIN           ,EL VISO             ,EL MIAJON DE LOS CASTUOS,Abierta,Acera
3600,CHAMBERI            ,ALMAGRO             ,FLOREN DE ABASCAL,Abierta,Acera
3601,CHAMBERI            ,GAZTAMBIDE          ,HOKO,Abierta,Acera
3602,CHAMBERI            ,VALLEHERMOSO        ,NEW KNAVE,Abierta,Acera
3603,CHAMBERI            ,VALLEHERMOSO        ,DI BOCCA,Abierta,Acera
3604,CHAMBERI            ,TRAFALGAR           ,PALANTE,Abierta,Acera
3605,CHAMBERI            ,TRAFALGAR           ,KALUA,Abierta,Acera
3606,CHAMBERI            ,TRAFALGAR           ,SIN NOTIFICAR,Abierta,Acera
3607,FUENCARRAL-EL PARDO ,VALVERDE            ,RESTAURANTE,Abierta,Acera
3608,VILLAVERDE          ,SAN ANDRES          ,BAR RESTAURANTE,Abierta,Acera
3610,CHAMBERI            ,TRAFALGAR           ,A DETERMINAR,Abierta,Plaza peatonal
3611,CHAMBERI            ,RIOS ROSAS          ,HUETE,Abierta,Acera
3612,CHAMBERI            ,RIOS ROSAS          ,BAR SAINT GERMAIN,Abierta,Acera
3615,PUENTE DE VALLECAS  ,PALOMERAS BAJAS     ,RESTAURANTE GALLO,Abierta,Calle peatonal
3619,CENTRO              ,EMBAJADORES         ,R?TULO NO INFORMADO,Abierta,Acera
3620,MORATALAZ           ,FONTARRON           ,CAFETER?A BL?ZQUEZ,Abierta,Otros
3621,CHAMBERI            ,RIOS ROSAS          ,KEBAB LAZIKA,Abierta,Acera
3622,CHAMBERI            ,VALLEHERMOSO        ,LA LLAMA,Abierta,Acera
3623,CHAMBERI            ,GAZTAMBIDE          ,LA FORNATA,Abierta,Acera
3624,CHAMBERI            ,ALMAGRO             ,POR DETERMINAR,Abierta,Acera
3625,CHAMBERI            ,ALMAGRO             ,RELEEEC VISTA GUSTO OIDO,Abierta,Acera
3626,CHAMBERI            ,GAZTAMBIDE          ,THE LITTLE BIG CAFE,Abierta,Acera
3627,RETIRO              ,ADELFAS             ,BAR FEMARY,Abierta,Acera
3628,RETIRO              ,NI?O JESUS          ,PINOCHO,Abierta,Acera
3629,RETIRO              ,PACIFICO            ,AVILA BAKE,Abierta,Acera
3630,RETIRO              ,PACIFICO            ,LOS VI?EDOS MADRID,Abierta,Acera
3631,RETIRO              ,PACIFICO            ,CAFETERIA BAR  ABRIL,Abierta,Acera
3632,SALAMANCA           ,RECOLETOS           ,MALLORCA,Abierta,Acera
3633,CARABANCHEL         ,OPA?EL              ,RESTAURANTE LA MADRE?A,Abierta,Acera
3634,FUENCARRAL-EL PARDO ,LA PAZ              ,MCDONALDS/LOC 14 Y 15,Abierta,Superficie en parcela privada
3635,CHAMARTIN           ,NUEVA ESPA?A        ,CAFETERIA RAST,Abierta,Acera
3636,CHAMARTIN           ,HISPANOAMERICA      ,SIN ROTULO,Abierta,Acera
3637,CHAMARTIN           ,PROSPERIDAD         ,CERVECERIA SAN MARCOS,Abierta,Acera
3638,CHAMARTIN           ,EL VISO             ,BAR LA PLACITA,Abierta,Plaza peatonal
3639,CHAMARTIN           ,HISPANOAMERICA      ,CACHIVACHE TABERNA,Abierta,Acera
3640,SALAMANCA           ,GOYA                ,TABERNA COLINA,Abierta,Acera
3641,MORATALAZ           ,MARROQUINA          ,TABERNA,Abierta,Acera
3643,LATINA              ,PUERTA DEL ANGEL    ,HNOS. GUTIERREZ,Abierta,Otros
3644,CHAMBERI            ,TRAFALGAR           ,RESTAURANTE AYAN/MUNDO KEBAP,Abierta,Acera
3651,ARGANZUELA          ,PALOS DE MOGUER     ,BAR ANCORA,Abierta,Acera
3652,CHAMBERI            ,VALLEHERMOSO        ,FOSTER S HOLLYWOOD,Abierta,Acera
3653,CHAMBERI            ,ALMAGRO             ,BIENMESABE,Abierta,Acera
3654,SALAMANCA           ,CASTELLANA          ,MAS Q MENOS,Abierta,Acera
3656,CENTRO              ,SOL                 ,LLAO LLAO,Abierta,Calle peatonal
3658,CENTRO              ,CORTES              ,EL ALMAC?N DEL PAN,Abierta,Calle peatonal
3659,CENTRO              ,EMBAJADORES         ,PAPIZZA,Abierta,Plaza con bandas permanentes de circulaci? rodada
3660,RETIRO              ,PACIFICO            ,GRANIER,Abierta,Acera
3662,CIUDAD LINEAL       ,PUEBLO NUEVO        ,EL MAR ROJO,Abierta,Acera
3663,CIUDAD LINEAL       ,PUEBLO NUEVO        ,RESTAURANTE KEBAB,Abierta,Calle peatonal
3664,CIUDAD LINEAL       ,SAN JUAN BAUTISTA   ,BARCOAVI,Abierta,Acera
3665,USERA               ,ALMENDRALES         ,A BARCA MUXIA RESTAURANTE,Abierta,Plaza con bandas permanentes de circulaci? rodada
3666,USERA               ,ORCASITAS           ,BAR LOS EXTREME?OS,Abierta,Acera
3667,PUENTE DE VALLECAS  ,PORTAZGO            ,BAR LOZANO,Abierta,Acera
3668,SAN BLAS-CANILLEJAS ,SIMANCAS            ,DEGUSTANDO,Abierta,Acera
3669,SALAMANCA           ,GOYA                ,LA TUERTA,Abierta,Acera
3671,RETIRO              ,PACIFICO            ,BAR CHIQUI,Abierta,Acera
3673,CHAMARTIN           ,NUEVA ESPA?A        ,CON PAN ,Abierta,Acera
3674,CHAMARTIN           ,PROSPERIDAD         ,DOLCRIS,Abierta,Acera
3676,CHAMARTIN           ,NUEVA ESPA?A        ,LA GITANA,Abierta,Plaza peatonal
3678,CENTRO              ,CORTES              ,CIRCULO DE BELLAS ARTES DE MADRID,Abierta,Acera
3679,CENTRO              ,JUSTICIA            ,MERCADO PROVENZAL,Abierta,Acera
3680,CENTRO              ,JUSTICIA            ,LA TABERNA DE BARCELO,Abierta,Acera
3681,CENTRO              ,CORTES              ,EL CALLEJON DE MADRID,Abierta,Calle peatonal
3682,CENTRO              ,CORTES              ,SIN DATOS,Abierta,Acera
3683,CENTRO              ,JUSTICIA            ,APARCAMIENTO ESCUELAS DE SAN ANTON,Abierta,Superficie en parcela privada
3684,CENTRO              ,PALACIO             ,RODILLA,Abierta,Calle peatonal
3686,CENTRO              ,EMBAJADORES         ,EL PAPELON,Abierta,Acera
3688,CENTRO              ,CORTES              ,CAFETERIA CASA BLANCA,Abierta,Acera
3689,CENTRO              ,PALACIO             ,PARRILLA CABALLITO RESTAURANTE,Abierta,Acera
3690,FUENCARRAL-EL PARDO ,EL GOLOSO           ,KEBAP MONTECARMELO,Abierta,Acera
3691,FUENCARRAL-EL PARDO ,EL PILAR            ,CAFETERIA BRASILIA,Abierta,Acera
3693,ARGANZUELA          ,ACACIAS             ,ROTULO NO INFORMADO,Abierta,Acera
3694,CHAMBERI            ,ALMAGRO             ,LA ESCALERA DEL 15,Abierta,Acera
3695,CHAMBERI            ,TRAFALGAR           ,ARANDA,Abierta,Acera
3696,CHAMBERI            ,ALMAGRO             ,RODILLA,Abierta,Acera
3697,CHAMBERI            ,VALLEHERMOSO        ,PECADITOS,Abierta,Acera
3698,ARGANZUELA          ,PALOS DE MOGUER     ,K PUNTO,Abierta,Acera
3702,MONCLOA-ARAVACA     ,ARAVACA             ,CELMART,Abierta,Acera
3703,MONCLOA-ARAVACA     ,ARGUELLES           ,LAS TRES CARABELAS,Abierta,Acera
3704,MONCLOA-ARAVACA     ,ARGUELLES           ,LA TASCA DE VENTURA,Abierta,Acera
3705,FUENCARRAL-EL PARDO ,VALVERDE            ,KIL?METROS DE PIZZA,Abierta,Acera
3707,CHAMARTIN           ,EL VISO             ,CAMINO,Abierta,Otros
3708,RETIRO              ,PACIFICO            ,MAMA TOCI,Abierta,Acera
3709,VILLA DE VALLECAS   ,SANTA EUGENIA       ,MADRILES BAR,Abierta,Otros
3710,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,BAR CAFETERIA LA CLAQUETA,Abierta,Acera
3711,ARGANZUELA          ,PALOS DE MOGUER     ,D' LA BRASA,Abierta,Acera
3712,CARABANCHEL         ,VISTA ALEGRE        ,CAFETERIA EL 7,Abierta,Acera
3713,CARABANCHEL         ,OPA?EL              ,BAR HIDALGO,Abierta,Plaza peatonal
3715,CARABANCHEL         ,BUENAVISTA          ,BAR PIQUE?AS,Abierta,Acera
3716,CARABANCHEL         ,ABRANTES            ,BAR CAFETERIA,Abierta,Acera
3717,PUENTE DE VALLECAS  ,ENTREVIAS           ,"BAR JHON,S SNACKS",Abierta,Acera
3720,LATINA              ,LUCERO              ,BAR BATAN,Abierta,Superficie en parcela privada
3721,LATINA              ,ALUCHE              ,BAR EL HORREO,Abierta,Acera
3723,USERA               ,PRADOLONGO          ,BAR LA BLANCA PALOMA,Abierta,Acera
3725,LATINA              ,ALUCHE              ,SIDRERIA ASGAYA,Abierta,Acera
3726,MONCLOA-ARAVACA     ,CASA DE CAMPO       ,CASA MINGO,Abierta,Acera
3727,CENTRO              ,CORTES              ,MAX MADRID,Abierta,Acera
3728,CENTRO              ,CORTES              ,LIZARRAN,Abierta,Acera
3729,CENTRO              ,SOL                 ,LA CUEVA,Abierta,Calle peatonal
3730,CENTRO              ,SOL                 ,LEMONGRASS,Suspension temporal,Calle peatonal
3731,CENTRO              ,SOL                 ,CAFETERIA ARDE MADRID,Suspension temporal,Calle peatonal
3732,CENTRO              ,SOL                 ,CAF?&T?,Abierta,Calle peatonal
3733,CENTRO              ,JUSTICIA            ,RESTAURANTE INDOCHINA,Abierta,Plaza con bandas permanentes de circulaci? rodada
3737,CENTRO              ,PALACIO             ,TERRAZA COLLINS,Abierta,Calle peatonal
3739,FUENCARRAL-EL PARDO ,EL PILAR            ,BAR TARANTINO,Abierta,Acera
3740,ARGANZUELA          ,DELICIAS            ,LA PERLA,Abierta,Acera
3741,CIUDAD LINEAL       ,SAN JUAN BAUTISTA   ,CAFETERIA AGASTIA,Abierta,Acera
3742,CHAMBERI            ,TRAFALGAR           ,BAR-RESTAURANTE,Abierta,Acera
3743,CHAMBERI            ,RIOS ROSAS          ,LA PESQUERA DE SANTO?A,Abierta,Acera
3744,CHAMBERI            ,VALLEHERMOSO        ,WIOKER,Abierta,Acera
3745,CHAMBERI            ,GAZTAMBIDE          ,SWEETS AND COFFEE,Abierta,Acera
3746,CHAMBERI            ,ALMAGRO             ,EL PATIO DE CHAMBER?,Abierta,Plaza peatonal
3747,CHAMBERI            ,TRAFALGAR           ,MARACANA CERVECERIA,Abierta,Plaza peatonal
3748,CHAMBERI            ,GAZTAMBIDE          ,CERVECER?A DE GUZMAN,Abierta,Acera
3749,CHAMBERI            ,TRAFALGAR           ,TRIKKI,Abierta,Acera
3750,VILLAVERDE          ,LOS ROSALES         ,RUTA 66,Abierta,Superficie en parcela privada
3751,CHAMBERI            ,ARAPILES            ,BAR DESTELLOS,Abierta,Acera
3752,VILLAVERDE          ,LOS ANGELES         ,TABERNA LOS ARCOS,Abierta,Acera
3753,RETIRO              ,PACIFICO            ,CASA RICARDO,Abierta,Acera
3754,SAN BLAS-CANILLEJAS ,ROSAS               ,BAR LAS NUEVE MUSAS,Abierta,Acera
3755,MONCLOA-ARAVACA     ,ARGUELLES           ,PUERTO DE VIGO,Abierta,Acera
3756,MONCLOA-ARAVACA     ,VALDEZARZA          ,CAFETERIA LA ORENSANA,Abierta,Plaza peatonal
3757,VILLAVERDE          ,SAN CRISTOBAL       ,MANOLO,Abierta,Acera
3758,RETIRO              ,LOS JERONIMOS       ,CERVECERIA LOS JERONIMOS,Abierta,Acera
3765,CHAMARTIN           ,CASTILLA            ,DONDE NATALIA,Abierta,Acera
3766,CHAMARTIN           ,HISPANOAMERICA      ,CAFE NEGRESCO,Abierta,Acera
3767,CHAMARTIN           ,PROSPERIDAD         ,LOS TEJARES,Abierta,Acera
3768,CHAMARTIN           ,NUEVA ESPA?A        ,DE MARIA,Abierta,Acera
3769,CHAMARTIN           ,CASTILLA            ,PIZZA JARDIN,Abierta,Acera
3770,CHAMARTIN           ,NUEVA ESPA?A        ,VERGARA 280,Abierta,Acera
3771,CHAMARTIN           ,PROSPERIDAD         ,ACIDIA THE SEVEN GASTROBAR,Abierta,Otros
3774,PUENTE DE VALLECAS  ,ENTREVIAS           ,BAR ANTONIO,Abierta,Acera
3776,PUENTE DE VALLECAS  ,NUMANCIA            ,CERVECERIA CAFETERIA LIDER,Abierta,Acera
3777,PUENTE DE VALLECAS  ,NUMANCIA            ,MCDONALD?S,Abierta,Acera
3778,MORATALAZ           ,PAVONES             ,BAR TAPAS ALHAMBRA,Abierta,Otros
3781,USERA               ,MOSCARDO            ,BAR TEO,Abierta,Plaza peatonal
3783,CHAMBERI            ,TRAFALGAR           ,100 MONTADITOS,Abierta,Acera
3784,MONCLOA-ARAVACA     ,ARGUELLES           ,100 MONTADITOS,Abierta,Acera
3787,SALAMANCA           ,RECOLETOS           ,RESTAURANTE ALBORA,Abierta,Acera
3789,CENTRO              ,SOL                 ,LA TAURINA,Abierta,Acera
3790,FUENCARRAL-EL PARDO ,VALVERDE            ,GAETA CAFFE,Abierta,Acera
3791,FUENCARRAL-EL PARDO ,VALVERDE            ,LA PLAZA RESTAURANTE ARROCER?A,Abierta,Plaza peatonal
3792,CENTRO              ,SOL                 ,TIM HORTONS,Suspension temporal,Calle peatonal
3793,CENTRO              ,JUSTICIA            ,LA REVOLTOSA,Abierta,Plaza peatonal
3794,CENTRO              ,SOL                 ,SIN ESPECIFICAR,Abierta,Calle peatonal
3795,FUENCARRAL-EL PARDO ,EL PILAR            ,BAR CONDE,Abierta,Acera
3797,USERA               ,ALMENDRALES         ,BAR POLI,Abierta,Acera
3802,CENTRO              ,EMBAJADORES         ,RESTAURANTE ANACAPRI...,Abierta,Acera
3803,CENTRO              ,SOL                 ,R?TULO NO INFORMADO,Abierta,Calle peatonal
3805,CENTRO              ,SOL                 ,PANS & COMPANY,Abierta,Calle peatonal
3806,CENTRO              ,UNIVERSIDAD         ,LA VINOTECA DEL TEMPO,Abierta,Calle peatonal
3807,USERA               ,ORCASUR             ,BODEGA LA ANDALUZA,Abierta,Acera
3808,CIUDAD LINEAL       ,PUEBLO NUEVO        ,CAFETERIA EL GALAN,Abierta,Acera
3809,RETIRO              ,IBIZA               ,DON PEDRO  CAFETERIA,Abierta,Bulevar
3810,RETIRO              ,NI?O JESUS          ,PILOTO II,Abierta,Acera
3811,RETIRO              ,IBIZA               ,COMEDOR,Abierta,Bulevar
3812,RETIRO              ,PACIFICO            ,CERVECERIA SAGREDO,Abierta,Acera
3813,RETIRO              ,ESTRELLA            ,CAFETERIA ESTRELLA POLAR                          ,Abierta,Acera
3814,RETIRO              ,IBIZA               ,TATE?S,Abierta,Bulevar
3815,RETIRO              ,NI?O JESUS          ,BAR EL TERCIO,Abierta,Acera
3816,CHAMBERI            ,RIOS ROSAS          ,LAKASA,Abierta,Plaza con bandas permanentes de circulaci? rodada
3817,LATINA              ,LAS AGUILAS         ,SIN DEFINIR,Abierta,Superficie en parcela privada
3818,SALAMANCA           ,CASTELLANA          ,EL GORDO,Abierta,Acera
3819,MONCLOA-ARAVACA     ,ARGUELLES           ,B?CARO,Abierta,Acera
3820,SAN BLAS-CANILLEJAS ,ROSAS               ,MESON RIA?O,Abierta,Otros
3821,CENTRO              ,SOL                 ,VIANDAS,Abierta,Acera
3822,CENTRO              ,SOL                 ,POSTAS 15,Abierta,Calle peatonal
3823,CENTRO              ,SOL                 ,MIMI S CREPERIA,Abierta,Calle peatonal
3824,CENTRO              ,EMBAJADORES         ,BURGER KING,Abierta,Acera
3825,FUENCARRAL-EL PARDO ,VALVERDE            ,ICHIWAKA,Abierta,Acera
3826,CHAMBERI            ,GAZTAMBIDE          ,PENALTI LOUNGE BAR ,Abierta,Acera
3827,CHAMBERI            ,ALMAGRO             ,R?TULO NO INFORMADO,Abierta,Acera
3828,LATINA              ,LAS AGUILAS         ,BAR SANTI,Abierta,Acera
3829,LATINA              ,ALUCHE              ,BAR CERVECERIAEXTREME?OS 2,Abierta,Acera
3831,FUENCARRAL-EL PARDO ,EL GOLOSO           ,FASS CENTRO ALEM?N DE ALIMENTACI?N,Abierta,Acera
3833,PUENTE DE VALLECAS  ,PALOMERAS SURESTE   ,BAR LOS GALINDOS,Abierta,Plaza peatonal
3834,CENTRO              ,UNIVERSIDAD         ,STARBUCKS COFFEE,Abierta,Acera
3836,MORATALAZ           ,VINATEROS           ,DON JOS? III,Abierta,Plaza peatonal
3840,RETIRO              ,NI?O JESUS          ,COME Y CALLA,Abierta,Acera
3841,CARABANCHEL         ,PUERTA BONITA       ,ASTRAL,Abierta,Acera
3842,FUENCARRAL-EL PARDO ,LA PAZ              ,BAR EL PAISA,Abierta,Acera
3843,FUENCARRAL-EL PARDO ,VALVERDE            ,BAR-RESTAURANTE,Abierta,Acera
3845,CENTRO              ,PALACIO             ,EL ARROZAL,Abierta,Acera
3846,CHAMBERI            ,ARAPILES            ,MARISQUERIA 79,Abierta,Acera
3847,CHAMBERI            ,ARAPILES            ,RESTAURANTE EL VALLE,Abierta,Acera
3849,CHAMARTIN           ,EL VISO             ,LA MANON,Abierta,Acera
3851,CHAMARTIN           ,CASTILLA            ,VIPS,Abierta,Acera
3852,CHAMARTIN           ,CASTILLA            ,SR,Abierta,Acera
3854,SALAMANCA           ,RECOLETOS           ,CERVECERIA PITTU,Abierta,Acera
3855,SALAMANCA           ,RECOLETOS           ,SHUZOS BAR,Abierta,Acera
3856,SALAMANCA           ,CASTELLANA          ,DSTILLS URBAN DISTILLERY,Abierta,Acera
3858,CIUDAD LINEAL       ,VENTAS              ,CERVECERIA LOS GALANES,Abierta,Acera
3859,LATINA              ,LAS AGUILAS         ,BODY & SOUL,Abierta,Acera
3860,PUENTE DE VALLECAS  ,PALOMERAS SURESTE   ,BAR LAS TINAJAS,Abierta,Acera
3861,MORATALAZ           ,MARROQUINA          ,BAR LA PIEDRA,Abierta,Acera
3864,CARABANCHEL         ,COMILLAS            ,BAR GALLO PELON,Abierta,Acera
3865,RETIRO              ,LOS JERONIMOS       ,CAFE PIERO,Abierta,Acera
3866,CIUDAD LINEAL       ,VENTAS              ,CAFE ATALAYA RESTAURANTE,Abierta,Acera
3867,TETUAN              ,BERRUGUETE          ,MARIN,Abierta,Acera
3869,CARABANCHEL         ,OPA?EL              ,CERVECERIA VI?AS,Abierta,Acera
3870,FUENCARRAL-EL PARDO ,MIRASIERRA          ,BARRA DE PINTXOS,Abierta,Otros
3871,CHAMARTIN           ,EL VISO             ,CERVECERIA FASS,Abierta,Acera
3872,CHAMBERI            ,TRAFALGAR           ,SI QUIERO,Abierta,Acera
3873,CHAMBERI            ,TRAFALGAR           ,TABERNA - BAR MAMA MIA,Abierta,Acera
3874,CHAMBERI            ,TRAFALGAR           ,NAGOYA                                            ,Abierta,Acera
3876,VILLA DE VALLECAS   ,SANTA EUGENIA       ,CERVECERIA MEDINA,Abierta,Otros
3877,FUENCARRAL-EL PARDO ,VALVERDE            ,CAFETER?A BAR,Abierta,Acera
3878,CARABANCHEL         ,ABRANTES            ,LA TABERNA DE ALEX,Abierta,Acera
3879,LATINA              ,LAS AGUILAS         ,MESON LA DEHESA,Abierta,Otros
3880,MONCLOA-ARAVACA     ,ARGUELLES           ,CASA VENINI,Abierta,Acera
3881,VILLAVERDE          ,SAN ANDRES          ,CAFE JUBELY,Abierta,Plaza peatonal
3883,LATINA              ,LOS CARMENES        ,BAR LA COMPETENCIA II,Abierta,Acera
3884,LATINA              ,LOS CARMENES        ,BAR LA COMPETENCIA,Abierta,Acera
3885,LATINA              ,PUERTA DEL ANGEL    ,RODILLA,Abierta,Acera
3886,LATINA              ,LUCERO              ,BAR RESTAURANTE LA JACA,Abierta,Acera
3887,LATINA              ,PUERTA DEL ANGEL    ,GRANJA ALTAMIRA,Abierta,Plaza peatonal
3888,LATINA              ,LAS AGUILAS         ,RESTAURANTE CHINO ORIENTAL RADIANTE,Abierta,Acera
3889,RETIRO              ,IBIZA               ,RESTAURANTE MENDEZ,Abierta,Bulevar
3890,RETIRO              ,PACIFICO            ,VALLE DE BABIA,Abierta,Acera
3891,RETIRO              ,LOS JERONIMOS       ,FLORIDA RETIRO,Abierta,Otros
3892,CARABANCHEL         ,BUENAVISTA          ,BAR CHARLY,Abierta,Acera
3893,CHAMARTIN           ,EL VISO             ,TABERNA DE LA DANIELA,Abierta,Acera
3894,CHAMARTIN           ,PROSPERIDAD         ,EL ESCAMPLERO,Abierta,Acera
3895,CHAMARTIN           ,PROSPERIDAD         ,TABERNA DEL CARDENAL,Abierta,Acera
3897,CENTRO              ,SOL                 ,TIMHORTONS,Abierta,Plaza con bandas permanentes de circulaci? rodada
3898,MONCLOA-ARAVACA     ,VALDEMARIN          ,PEDEGR?,Abierta,Acera
3900,CIUDAD LINEAL       ,VENTAS              ,AKELA 3 HAMBURGUESERIA,Abierta,Acera
3904,PUENTE DE VALLECAS  ,SAN DIEGO           ,BAR LOS CHANGOS,Abierta,Acera
3907,CHAMARTIN           ,CIUDAD JARDIN       ,BAR CURRO,Abierta,Acera
3908,CHAMARTIN           ,CIUDAD JARDIN       ,FOSTER S HOLLYWOOD,Abierta,Plaza peatonal
3909,CHAMARTIN           ,HISPANOAMERICA      ,BARILOCHE,Abierta,Acera
3910,CHAMARTIN           ,NUEVA ESPA?A        ,LAS MENINAS BAR RESTAURANTE,Abierta,Otros
3913,CHAMARTIN           ,HISPANOAMERICA      ,BAR- RESTAURANTE,Abierta,Superficie en parcela privada
3915,FUENCARRAL-EL PARDO ,LA PAZ              ,SKINNY JIM PUB,Abierta,Otros
3917,CENTRO              ,UNIVERSIDAD         ,BAR ADC,Abierta,Acera
3918,CENTRO              ,JUSTICIA            ,EVERYDAY,Abierta,Calle peatonal
3922,CENTRO              ,PALACIO             ,RESTAURANTE EL COSACO,Abierta,Plaza peatonal
3923,CENTRO              ,JUSTICIA            ,EL 26 DE LIBERTAD,Abierta,Acera
3924,CENTRO              ,SOL                 ,TRES CRUCES TRES,Abierta,Plaza peatonal
3925,CENTRO              ,JUSTICIA            ,+SKULL ST.+,Abierta,Plaza peatonal
3926,CENTRO              ,PALACIO             ,EL BONNANO,Abierta,Acera
3934,CENTRO              ,SOL                 ,LA CHAMANA,Abierta,Calle peatonal
3941,CENTRO              ,PALACIO             ,COVAPA,Abierta,Plaza con bandas permanentes de circulaci? rodada
3942,CENTRO              ,EMBAJADORES         ,EL ESKINAZO,Abierta,Acera
3943,CENTRO              ,JUSTICIA            ,LA SAGA,Abierta,Acera
3945,CENTRO              ,PALACIO             ,NUEVOS HOSTELEROS 2016 C.B.,Abierta,Plaza peatonal
3947,CENTRO              ,JUSTICIA            ,THE LOBBY MARKET,Abierta,Acera
3948,CENTRO              ,CORTES              ,RADISON BLU HOTEL MADRID PRADO,Abierta,Plaza con bandas permanentes de circulaci? rodada
3949,CENTRO              ,PALACIO             ,EL ANCIANO REY DE LOS VINOS,Abierta,Plaza con bandas permanentes de circulaci? rodada
3951,CENTRO              ,EMBAJADORES         ,CERVECERIA CRUZ,Abierta,Plaza con bandas permanentes de circulaci? rodada
3954,CENTRO              ,EMBAJADORES         ,KFC,Suspension temporal,Acera
3955,CENTRO              ,CORTES              ,BAR VIVA MADRID,Abierta,Calle peatonal
3956,CENTRO              ,CORTES              ,CARBONES 13,Abierta,Calle peatonal
3961,CENTRO              ,UNIVERSIDAD         ,CAFETERIA EL AGUILA,Abierta,Acera
3962,CENTRO              ,SOL                 ,LA TINTORERIA,Abierta,Acera
3966,CENTRO              ,JUSTICIA            ,CAFETERIA TIM HORTONS,Abierta,Acera
3967,CENTRO              ,UNIVERSIDAD         ,CERVECERIA LA DIVINA,Abierta,Acera
3968,CENTRO              ,UNIVERSIDAD         ,RESTAURANTE DELHI,Abierta,Acera
3969,CENTRO              ,UNIVERSIDAD         ,B Y SONYS PATIO,Abierta,Acera
3970,CENTRO              ,PALACIO             ,TABERNA ANGOSTA,Abierta,Acera
3975,CENTRO              ,PALACIO             ,TABERNA DE LOS AUSTRIAS,Abierta,Calle peatonal
3976,CENTRO              ,PALACIO             ,TABERNA LA PESETA,Abierta,Acera
3977,CENTRO              ,SOL                 ,CUANDO SALI DE CUBA,Abierta,Calle peatonal
3979,CENTRO              ,PALACIO             ,LA BOTILLERIA DEL CAFE DE ORIENTE,Abierta,Calle peatonal
3981,CENTRO              ,EMBAJADORES         ,LA PARRILLA DE GALICIA,Abierta,Plaza peatonal
3983,CENTRO              ,PALACIO             ,LA TAQUER?A DEL ALAMILLO,Abierta,Plaza peatonal
3985,CENTRO              ,SOL                 ,HOTEL II CASTILLAS,Abierta,Acera
3986,CENTRO              ,EMBAJADORES         ,TOLA IMPORT SL,Abierta,Acera
3989,CENTRO              ,SOL                 ,GUSTOS MADRID,Abierta,Plaza peatonal
3993,CENTRO              ,EMBAJADORES         ,PREITY RAJ,Abierta,Acera
3994,CENTRO              ,UNIVERSIDAD         ,BAR LA MIRINDA,Abierta,Plaza peatonal
3996,CENTRO              ,PALACIO             ,LA GASTROTECA DE SANTIAGO,Abierta,Plaza con bandas permanentes de circulaci? rodada
3997,CENTRO              ,PALACIO             ,TASTE GALLERY,Abierta,Plaza peatonal
3998,CENTRO              ,PALACIO             ,EL BUHO,Abierta,Plaza peatonal
3999,CENTRO              ,PALACIO             ,BAR CERVECERIA RIO SOL,Abierta,Acera
4000,CENTRO              ,PALACIO             ,ONLY ONE,Abierta,Calle peatonal
4004,CENTRO              ,EMBAJADORES         ,JUAN RARO,Abierta,Acera
4005,CENTRO              ,EMBAJADORES         ,BOMBAY PALACE INDIAN RESTAURANT,Abierta,Acera
4008,CENTRO              ,SOL                 ,"ALBORAN DEGUSTACION, S.L.",Abierta,Calle peatonal
4009,CENTRO              ,SOL                 ,STARBUCKS COFFEE,Abierta,Calle peatonal
4011,CENTRO              ,UNIVERSIDAD         ,ROLL MADRID,Abierta,Plaza peatonal
4012,CENTRO              ,UNIVERSIDAD         ,RESTAURANTE LA MUZZARELA LOCA,Abierta,Plaza peatonal
4013,CENTRO              ,SOL                 ,MISTURA HANDCRAFTED ICE CREAM,Abierta,Acera
4014,CENTRO              ,SOL                 ,BAYRES BEEF,Abierta,Acera
4018,CENTRO              ,SOL                 ,EL MANANTIAL,Abierta,Calle peatonal
4019,CENTRO              ,EMBAJADORES         ,VIVA CHAPATA,Abierta,Acera
4021,CENTRO              ,PALACIO             ,EL ESTRAGON RESTAURANTE,Abierta,Plaza peatonal
